CIK,Ticker,Name,Position,Year,Salary,Stock Awards,Option Awards,Non-Equity Incentive Compensation,Other Compensation,Total
1652044,GOOGL,Eric E. Schmidt,"Technical Advisor, Former Executive Chairman, Alphabet",2018,1250000,0,0,0,362016,1612016
1652044,GOOGL,David C. Drummond,"Senior Vice President, Corporate Development, Chief Legal Officer, Alphabet",2018,650000,46612647,0,0,19585,47282232
1652044,GOOGL,Larry Page,"Chief Executive Officer, Alphabet, and Co-Founder",2018,1,0,0,0,0,1
1652044,GOOGL,Larry Page,"Chief Executive Officer, Alphabet, Co-Founder",2017,1,0,0,0,0,1
1652044,GOOGL,Sundar Pichai,"Chief Executive Officer, Google",2017,650000,0,0,0,683557,1333557
1652044,GOOGL,Ruth M. Porat,"Senior Vice President, Chief Financial Officer,Alphabet and Google",2017,650000,0,0,0,38638,688638
1652044,GOOGL,David C. Drummond,"Senior Vice President, Corporate Development, Chief Legal Officer, Alphabet",2017,650000,0,0,0,14252,664252
1652044,GOOGL,Sergey Brin,"President, Alphabet, and Co-Founder",2017,1,0,0,0,0,1
1652044,GOOGL,Eric E. Schmidt,"Technical Advisor, Former Executive Chairman, Alphabet",2017,1250000,0,0,0,677986,4726592
1652044,GOOGL,Sergey Brin,"President, Alphabet, and Co-Founder",2016,1,0,0,0,0,1
1652044,GOOGL,David C. Drummond,"Senior Vice President, Corporate Development, Chief Legal Officer, and Secretary, Alphabet",2016,650000,0,0,0,14387,664387
1652044,GOOGL,Eric E. Schmidt,"Executive Chairman, Alphabet",2016,1250000,0,0,0,629106,4309791
1652044,GOOGL,Ruth M. Porat,"Senior Vice President and Chief Financial Officer, Alphabet and Google",2016,650000,38313173,0,0,110956,39074129
1652044,GOOGL,Larry Page,"CEO, Alphabet, and Co-Founder",2016,1,0,0,0,0,1
1652044,GOOGL,Sundar Pichai,"Chief Executive Officer, Google",2016,650000,198695790,0,0,372410,199718200
1652044,GOOGL,Larry Page,"Chief Executive Officer, Alphabet",2015,1,0,0,0,0,1
1652044,GOOGL,Sergey Brin,"President, Alphabet",2015,1,0,0,0,0,1
1652044,GOOGL,Ruth M. Porat,Senior Vice President and Chief Financial Officer,2015,395000,5000000,0,0,603932,31051486
1652044,GOOGL,Eric E. Schmidt,"Executive Chairman, Alphabet",2015,1254808,6000000,0,0,783370,8038178
1652044,GOOGL,Patrick Pichette,Advisor; Former Senior Vice President and Chief Financial Officer,2015,322501,0,0,0,56294490,56616991
1652044,GOOGL,Omid,Kordestani Former Senior Vice President and Chief,2015,487500,0,0,0,16476940,16964440
1652044,GOOGL,David C. Drummond,"Senior Vice President, Corporate Development, Chief Legal Officer, and Secretary, Alphabet",2015,652500,0,0,0,20323,672823
1652044,GOOGL,Sundar Pichai,"Chief Executive Officer, Google",2015,652500,0,0,0,150460,100632102
1652044,GOOGL,Larry Page,"Chief Executive Officer, Alphabet",2014,1,0,0,0,0,1
1652044,GOOGL,David C. Drummond,"Senior Vice President, Corporate Development, Chief Legal Officer, and Secretary, Alphabet",2014,650000,40092200,0,0,16688,44258888
1652044,GOOGL,Omid,Kordestani Former Senior Vice President and Chief,2014,237500,6500000,0,0,12551,129903052
1652044,GOOGL,Eric E. Schmidt,"Executive Chairman, Alphabet",2014,1250000,6000000,0,0,996934,108690772
1652044,GOOGL,Sergey Brin,"President, Alphabet",2014,1,0,0,0,0,1
1652044,GOOGL,Patrick Pichette,Advisor; Former Senior Vice President and Chief Financial Officer,2014,650000,3000000,0,0,15284,43757484
1652044,GOOGL,Sergey Brin,"President, Alphabet",2013,1,0,0,0,0,1
1652044,GOOGL,Larry Page,"Chief Executive Officer, Alphabet",2013,1,0,0,0,0,1
1652044,GOOGL,Eric E. Schmidt,"Executive Chairman, Alphabet",2013,1250000,6000000,0,0,708196,19323380
1652044,GOOGL,Patrick Pichette,Advisor; Former Senior Vice President and Chief Financial Officer,2013,650000,3000000,0,0,13159,5153076
789019,MSFT,Judson B. Althoff,Executive Vice President and Chief Commercial Officer,2023,960000,12848921,0,2243520,152277,16204718
789019,MSFT,Bradford L. Smith,Vice Chair and President,2023,1000000,14524413,0,2378500,212777,18115690
789019,MSFT,Christopher D. Young,"Executive Vice President, Business Development, Strategy, and Ventures",2023,850000,7355407,0,1447380,163127,9815914
789019,MSFT,Amy E. Hood,Executive Vice President and Chief Financial Officer,2023,1000000,16450701,0,2295250,156946,19902897
789019,MSFT,Satya Nadella,Chairman and Chief Executive Officer,2023,2500000,39236137,0,6414750,361650,48512537
789019,MSFT,Christopher D. Young,"Executive Vice President, Business Development, Strategy, and Ventures",2022,850000,7131582,0,2133840,105036,11720458
789019,MSFT,Amy E. Hood,Executive Vice President and Chief Financial Officer,2022,1000000,21681666,0,3575500,62415,26319581
789019,MSFT,Satya Nadella,Chairman and Chief Executive Officer,2022,2500000,42269560,0,10066500,110250,54946310
789019,MSFT,Judson B. Althoff,Executive Vice President and Chief Commercial Officer,2022,960000,14420730,0,3412560,55708,18848998
789019,MSFT,Bradford L. Smith,Vice Chair and President,2022,993333,18753465,0,3551664,110277,23408739
789019,MSFT,Jean Philippe Courtois,"Executive Vice President, President, Global Sales, Marketing and Operations",2021,932167,12141344,0,3670406,65948,16809865
789019,MSFT,Christopher D. Young,"Executive Vice President, Business Development, Strategy, and Ventures",2021,541875,22594634,0,1788188,70386,28495083
789019,MSFT,Amy E. Hood,Executive Vice President and Chief Financial Officer,2021,995833,17864404,0,4543490,62414,23466141
789019,MSFT,Satya Nadella,Chairman and Chief Executive Officer,2021,2500000,33036030,0,14212500,109750,49858280
789019,MSFT,Bradford L. Smith,Vice Chair and President,2021,943333,15098855,0,4303958,109750,20455896
789019,MSFT,Jean Philippe Courtois,"Executive Vice President, President, Global Sales, Marketing and Operations",2020,777000,10475186,0,2591432,105686,13949304
789019,MSFT,Amy E. Hood,Executive Vice President and Chief Financial Officer,2020,975000,14792679,0,3734981,123574,19626234
789019,MSFT,Bradford L. Smith,Vice Chair and President,2020,860000,12402137,0,3294445,111131,16667713
789019,MSFT,Margaret L. Johnson,"Executive Vice President, Business Development",2020,715000,6983520,0,1762189,114773,9575482
789019,MSFT,Satya Nadella,Chairman and Chief Executive Officer,2020,2500000,30718608,0,10992000,111180,44321788
789019,MSFT,Amy E. Hood,Executive Vice President and Chief Financial Officer,2019,958333,15316653,0,3855040,97608,20227634
789019,MSFT,Margaret L. Johnson,"Executive Vice President, Business Development",2019,715000,7539668,0,2086456,91525,10432649
789019,MSFT,Bradford L. Smith,President and Chief Legal Officer,2019,850000,13045437,0,3366148,111412,17372997
789019,MSFT,Satya Nadella,Chief Executive Officer and Director,2019,2333333,29668651,0,10796868,111363,42910215
789019,MSFT,Jean Philippe Courtois,"Executive Vice President, President, Global Sales, Marketing and Operations",2019,798000,11309474,0,2889049,88231,15084754
789019,MSFT,Bradford L. Smith,President and Chief Legal Officer,2018,800000,9033868,0,3566700,111055,13511623
789019,MSFT,Jean Philippe Courtois,"Executive Vice President, President, Global Sales, Marketing and Operations",2018,833000,7149549,0,3092513,51187,11126249
789019,MSFT,Margaret L. Johnson,"Executive Vice President, Business Development",2018,715000,5702554,0,2252236,88225,8758015
789019,MSFT,Satya Nadella,Chief Executive Officer and Director,2018,1500000,16807208,0,7425000,111055,25843263
789019,MSFT,Amy E. Hood,Executive Vice President and Chief Financial Officer,2018,875000,10232265,0,3718750,98442,14924457
789019,MSFT,Amy E. Hood,Executive Vice President and Chief Financial Officer,2017,852917,7015071,0,3624896,89260,11582144
789019,MSFT,Margaret L. Johnson,"Executive Vice President, Business Development",2017,715000,3907922,0,2168795,89238,6880955
789019,MSFT,Satya Nadella,Chief Executive Officer and Director,2017,1450000,11434557,0,7032406,97189,20014152
789019,MSFT,Jean Philippe Courtois,"Executive Vice President, President, Global Sales, Marketing and Operations",2017,751054,14735464,0,2762884,45214,18294616
789019,MSFT,Bradford L. Smith,President and Chief Legal Officer,2017,785833,6193370,0,3241543,98989,10319735
789019,MSFT,Satya Nadella,Chief Executive Officer and Director,2016,1200000,12013927,0,0,14104,17692031
789019,MSFT,B. Kevin Turner,Chief Operating Officer,2016,866667,9556560,0,0,149523,12956750
789019,MSFT,Amy E. Hood,Executive Vice President and Chief Financial Officer,2016,731250,7326650,0,0,12730,10374630
789019,MSFT,Margaret L. Johnson,"Executive Vice President, Business Development",2016,704167,4083212,0,0,20111,6716490
789019,MSFT,Bradford L. Smith,President and Chief Legal Officer,2016,704167,5915948,0,0,18497,8610612
789019,MSFT,Satya Nadella,Chief Executive Officer and Director,2015,1200000,12761263,0,0,13007,18294270
789019,MSFT,Bradford L. Smith,President and Chief Legal Officer,2015,650000,4833835,0,0,16847,6800682
789019,MSFT,Amy E. Hood,Chief Financial Officer,2015,675985,6090606,0,0,10372,8754963
789019,MSFT,Margaret L. Johnson,"Executive Vice President, Business Development",2015,539204,10180626,0,0,18765,14533595
789019,MSFT,B. Kevin Turner,Chief Operating Officer,2015,800000,9184243,0,0,11171,12195414
789019,MSFT,Satya Nadella,Chief Executive Officer and Director,2014,918917,79777109,0,0,12729,84308755
789019,MSFT,Amy E. Hood,Chief Financial Officer,2014,603333,8264576,0,0,11399,10463058
789019,MSFT,Bradford L. Smith,"EVP, General Counsel",2014,641667,14383054,0,0,15082,16964803
789019,MSFT,B. Kevin Turner,Chief Operating Officer,2014,796667,19063869,0,0,10657,22719276
789019,MSFT,Steven A. Ballmer,Former Chief Executive Officer and Director,2014,441389,36458,0,0,5737,483584
789019,MSFT,Harry Shum,"EVP, Technology and Research",2014,573939,14548810,0,0,9543,17136686
789019,MSFT,Kurt D. DelBene,"President, Microsoft Office Division",2013,669167,5406699,0,0,10954,7592445
789019,MSFT,Peter S. Klein,Former Chief Financial Officer,2013,598333,3542323,0,0,11820,4152476
789019,MSFT,Steven A. Ballmer,Chief Executive Officer and Director,2013,697500,0,0,0,13718,1261218
789019,MSFT,Amy E. Hood,Chief Financial Officer,2013,365954,6626019,0,0,11153,7460569
789019,MSFT,B. Kevin Turner,Chief Operating Officer,2013,777500,7457504,0,0,10484,10383613
789019,MSFT,Satya Nadella,"President, Server and Tools",2013,669167,5406699,0,0,12180,7668952
789019,MSFT,Steven A. Ballmer,Chief Executive Officer and Director,2012,685000,0,0,0,13128,1318128
789019,MSFT,Steven J. Sinofsky,"President, Windows and Windows Live Division",2012,658333,6384487,0,0,10912,8583732
789019,MSFT,Peter S. Klein,Chief Financial Officer,2012,580000,3567806,0,0,11030,5108836
789019,MSFT,Kurt D. DelBene,"President, Microsoft Office Division",2012,638333,5445594,0,0,10298,7906725
789019,MSFT,B. Kevin Turner,Chief Operating Officer,2012,762500,7511150,0,0,10021,10683671
789019,MSFT,Kurt D. DelBene,"President, Microsoft",2011,603333,4154922,0,0,10994,6219249
789019,MSFT,Steven A. Ballmer,Chief Executive Officer; Director,2011,682500,0,0,0,11915,1376915
789019,MSFT,Office Division,"Steven J. Sinofsky President, Windows and Window Live Division",2011,649167,5288083,0,0,10508,7207758
789019,MSFT,Steven J. Sinofsky,"President, Windows and Windows Live Division",2011,649167,5288083,0,0,10508,7207758
789019,MSFT,Peter S. Klein,Chief Financial Officer,2011,525000,2266321,0,0,10366,3521687
789019,MSFT,B. Kevin Turner,Chief Operating Officer,2011,732500,6610104,0,0,9537,9277141
789019,MSFT,B. Kevin Turner,,2010,645000,1960000,0,0,0,10445000
789019,MSFT,Steven A. Ballmer,Chief Executive Officer; Director,2010,670000,0,0,0,11121,1351121
789019,MSFT,Christopher P. Liddell,,2010,347689,1900000,0,0,0,2247689
789019,MSFT,Peter S. Klein,,2010,437508,555000,0,0,0,3212508
789019,MSFT,Stephen A. Elop,,2010,645000,1344000,0,0,0,1989000
789019,MSFT,Robert J. Bach,,2010,645000,1400000,0,0,0,7645000
789019,MSFT,Steven A. Ballmer,Chief Executive Officer; Director,2009,665833,0,0,0,10794,1276627
789019,MSFT,Stephen A. Elop,,2009,641667,840008,0,0,0,4841667
789019,MSFT,Christopher P. Liddell,,2009,561667,595018,0,0,0,3536667
789019,MSFT,Robert J. Bach,,2009,641667,1120010,0,0,0,6241667
789019,MSFT,B. Kevin Turner,,2009,641667,952019,0,0,0,5401667
789019,MSFT,Robert J. Bach,,2008,620833,675000,0,0,0,8284694
789019,MSFT,Kevin R. Johnson,"President, Platforms &amp; Services Division",2008,620833,5561367,0,0,9713,6791913
789019,MSFT,B. Kevin Turner,Chief Operating Officer,2008,620833,8411234,0,0,9628,10041695
789019,MSFT,Steven A. Ballmer,Chief Executive Officer; Director,2008,640833,0,0,0,10001,1350834
789019,MSFT,Christopher P. Liddell,Senior Vice President; Chief Financial Officer,2008,541667,2515430,0,0,10185,3487282
789019,MSFT,Stephen A. Elop,,2008,279948,275000,0,0,0,4038483
789019,MSFT,Jeffrey S. Raikes,"President, Microsoft Business Division",2008,620833,6414572,0,0,8308,7643713
789019,MSFT,Steven A. Ballmer,Chief Executive Officer; Director,2007,620000,0,0,0,9821,1279821
789019,MSFT,B. Kevin Turner,Chief Operating Officer,2007,595000,6870236,0,0,270514,8450750
789019,MSFT,Kevin R. Johnson,"President, Platforms &amp; Services Division",2007,600000,4684671,0,0,1141855,7026526
789019,MSFT,Christopher P. Liddell,Senior Vice President; Chief Financial Officer,2007,520833,1726575,0,0,2065854,4733262
789019,MSFT,Jeffrey S. Raikes,"President, Microsoft Business Division",2007,600000,4974405,0,0,8162,6182567
1808805,NAUT,President,Chief Executive Officer and Secretary,2022,500000,0,1256572,0,1200,1757772
1808805,NAUT,Gwen Weld,Chief People Officer,2022,245539,0,1474391,60667,84762,1865359
1808805,NAUT,Chief Scientist,,2022,400000,0,879600,0,0,1279600
1808805,NAUT,Anna Mowry,Chief Financial Officer and Treasurer,2022,364000,0,879600,102375,1200,1347175
1808805,NAUT,General Counsel,,2021,231096,0,2484767,74344,250,2790457
1808805,NAUT,President,Chief Executive Officer and Secretary,2021,436731,0,5953337,154583,60684,6605335
1808805,NAUT,Sujal Patel,"President, Chief Executive Officer and Secretary",2021,436731,0,5953337,154583,60684,6605335
1808805,NAUT,Chief Scientist,,2021,379808,0,3501960,117742,0,3999510
1808805,NAUT,Sujal Patel,"President, Chief Executive Officer and Secretary",2020,200000,0,0,50000,1450,251450
1808805,NAUT,President,Chief Executive Officer and Secretary,2020,200000,0,0,50000,1450,251450
720005,RJF,Paul C. Reilly,Chair and CEO,2023,750000,24805953,0,0,106903,34912956
720005,RJF,James E. Bunn,"President, Global Equities and Investment Banking",2023,500000,3899832,0,0,202306,6302235
720005,RJF,Scott A. Curtis,"President, Private Client Group",2023,500000,6649884,0,0,142364,10392332
720005,RJF,Paul M. Shoukry,Chief Financial Officer,2023,500000,2799788,0,0,69754,6669600
720005,RJF,Tashtego S. Elwyn,President and Chief Executive Officer Raymond James &amp; Associates,2023,500000,6524826,0,0,252957,10227888
720005,RJF,Paul M. Shoukry,Chief Financial Officer,2022,450000,1949871,0,0,26953,5527035
720005,RJF,Scott A. Curtis,"President, Private Client Group",2022,450000,1199920,0,0,18109,4618145
720005,RJF,James E. Bunn,"President, Global Equities and Investment Banking",2022,450000,4999857,0,0,119987,9530038
720005,RJF,Tashtego S. Elwyn,President and Chief Executive Officer Raymond James &amp; Associates,2022,450000,1174856,0,0,170512,4620542
720005,RJF,Paul C. Reilly,Chair and CEO,2022,687500,8399938,0,0,32764,17626494
720005,RJF,Paul M. Shoukry,Chief Financial Officer,2021,300000,693455,0,0,75229,3818813
720005,RJF,James E. Bunn,"President, Global Equities and Investment Banking",2021,300000,1348456,0,0,242365,6590964
720005,RJF,"John C. Carson, Jr.",President,2021,300000,674993,0,0,0,5500000
720005,RJF,Bella Loykhter Allaire,Executive VP Technology and Operations,2021,300000,275029,0,0,0,3900000
720005,RJF,Paul C. Reilly,Chair and CEO,2021,500000,5930786,0,0,125361,13656209
720005,RJF,Jeffrey P. Julien,"Executive VP, Finance",2020,300000,92466,0,0,0,2009100
720005,RJF,"John C. Carson, Jr.",President,2020,300000,275020,0,0,0,3773500
720005,RJF,Paul C. Reilly,Chair and CEO,2020,500000,6976835,0,0,272470,12449359
720005,RJF,Bella Loykhter Allaire,Executive VP Technology and Operations,2020,300000,193712,0,0,0,3123500
720005,RJF,Paul M. Shoukry,Chief Financial Officer,2020,281250,765615,0,0,57081,2483985
720005,RJF,James E. Bunn,"President, Global Equities and Investment Banking",2020,300000,1640676,0,0,112806,4828484
720005,RJF,Jeffrey P. Julien,"Executive VP, Finance and Chief Financial Officer",2019,300000,268723,0,0,0,3693570
720005,RJF,Paul C. Reilly,Chairman and Chief Executive Officer,2019,500000,3524976,0,0,0,13351875
720005,RJF,Scott A. Curtis,President Private Client Group,2019,300000,218673,0,0,0,3290750
720005,RJF,Bella Loykhter Allaire,Executive VP Technology and Operations — RJA,2019,300000,243698,0,0,0,3490750
720005,RJF,James E. Bunn,President Global Equities and Investment Banking — RJA,2019,300000,599963,0,0,0,5040750
720005,RJF,Paul C. Reilly,Chairman and Chief Executive Officer - RJF,2018,500000,4903694,0,0,219906,11123643
720005,RJF,Jeffrey P. Julien,"Executive VP, Finance and Chief Financial Officer - RJF",2018,295000,841430,0,0,141690,3540628
720005,RJF,Jeffrey E. Trocin,"Co-President, Global Equities and Investment Banking - RJA",2018,301250,1241447,0,0,193724,4336475
720005,RJF,Dennis W. Zank,Chief Operating Officer - RJF,2018,330000,1116426,0,0,128121,4024551
720005,RJF,James E. Bunn,"Co-President, Global Equities and Investment Banking - RJA",2018,281250,1484167,0,0,153176,4743645
720005,RJF,"John C. Carson, Jr.",President - RJF,2017,300000,884672,0,0,104786,3476974
720005,RJF,Jeffrey E. Trocin,"Co-President, Global Equities and Investment Banking - RJA",2017,305000,639661,0,0,183789,3828503
720005,RJF,Jeffrey P. Julien,"Executive VP, Finance Chief Financial Officer and Treasurer - RJF",2017,280000,672146,0,0,138932,3091148
720005,RJF,Paul C. Reilly,Chairman and Chief Executive Officer - RJF,2017,486250,3394366,0,0,187575,9768247
720005,RJF,Dennis W. Zank,Chief Operating Officer - RJF,2017,330000,909688,0,0,122458,3937220
720005,RJF,Jeffrey P. Julien,"Executive VP, Finance Chief Financial Officer and Treasurer - RJF",2016,280000,556444,0,0,119197,2693195
720005,RJF,"John C. Carson, Jr.",President - RJF,2016,300000,736484,0,0,103928,3515440
720005,RJF,Thomas A. James,Executive Chairman - RJF,2016,350000,449984,0,0,133504,3083490
720005,RJF,Paul C. Reilly,Chief Executive Officer - RJF,2016,445000,2997970,0,0,231809,8249813
720005,RJF,Jeffrey E. Trocin,"Co-President, Global Equities and Investment Banking - RJA",2016,305000,798994,0,0,178541,2902535
720005,RJF,Dennis W. Zank,Chief Operating Officer - RJF,2016,330000,786456,0,0,129789,3696257
720005,RJF,Paul C. Reilly,Chief Executive Officer - RJF,2015,445000,1549964,195192,0,107119,6622305
720005,RJF,Jeffrey P. Julien,"Executive VP, Finance Chief Financial Officer and Treasurer - RJF",2015,278750,249998,195192,0,57256,2361252
720005,RJF,"John C. Carson, Jr.",President - RJF,2015,300000,412479,195192,0,72452,3130139
720005,RJF,Dennis W. Zank,Chief OperatingOfficer - RJF,2015,330000,462457,195192,0,75031,3362724
720005,RJF,Jeffrey E. Trocin,"President, Global Equities and InvestmentBanking - RJA",2015,305000,699961,195192,0,45973,3583632
720005,RJF,Paul C. Reilly,Chief Executive Officer - RJF,2014,445000,1781975,206564,0,125094,6008669
720005,RJF,Jeffrey P. Julien,"Executive VP, Finance Chief Financial Officer and Treasurer - RJF",2014,270000,219976,206564,0,85979,2282521
720005,RJF,Jeffrey E. Trocin,"Preisdent, Global Equities and Investment Banking - RJA",2014,303750,424957,206564,0,115699,3651009
720005,RJF,Chet Helck,Executive VP - RJF,2014,365961,844393,206564,0,77649,3494567
720005,RJF,John C. Carson Jr.,President - RJF Fixed Income and Capital Markets,2014,300000,474969,0,0,83857,2896347
720005,RJF,Dennis W. Zank,Chief Operating Officer - RJF,2014,327500,400000,206564,0,93336,3214943
720005,RJF,"John C. Carson, Jr.",President - RJF,2014,300000,474969,0,0,83857,2896347
720005,RJF,Chet Helck,Executive VP – RJF CEO of Global Private Client Group – RJF,2013,328750,362462,156750,0,102055,2950017
720005,RJF,Jeffrey E. Trocin,"President, Global Equities and Investment Banking – RJA",2013,298750,159992,250800,0,138881,2923466
720005,RJF,John C. Carson Jr.,President - RJF Fixed Income and Capital Markets,2013,300000,169994,0,0,80620,2775645
720005,RJF,Paul C. Reilly,Chief Executive Officer – RJF,2013,442500,849968,156750,0,132799,4782042
720005,RJF,Dennis W. Zank,Chief Operating Officer – RJF Chief Executive Officer – RJA,2013,315000,374974,156750,0,108684,2955408
720005,RJF,"John C. Carson, Jr.",President - RJF,2013,300000,169994,0,0,80620,2775645
720005,RJF,Jeffrey P. Julien,"Executive VP, Finance Chief Financial Officer – RJF",2013,253750,169994,156750,0,89207,2049725
720005,RJF,Paul C. Reilly,Chief Executive Officer – RJF,2012,432500,799975,371538,0,164707,4518752
720005,RJF,Dennis W. Zank,Chief Operating Officer – RJF Chief Executive Officer – RJA,2012,296500,399988,371538,0,108051,3101103
720005,RJF,Jeffrey P. Julien,"Executive VP, Finance Chief Financial Officer – RJF",2012,243750,149988,371538,0,93734,2039016
720005,RJF,John C. Carson Jr.,President - RJF Fixed Income and Capital Markets,2012,150000,3499975,0,0,16090,4846071
720005,RJF,Chet Helck,Executive VP – RJF CEO of Global Private Client Group – RJF,2012,323750,399988,512500,0,95514,3219290
720005,RJF,"John C. Carson, Jr.",President – RJF Head of Fixed Income; Chief Executive Officer – MK,2012,150000,3499975,0,0,16090,4846071
720005,RJF,Paul C. Reilly,Chief Executive Officer – RJF,2011,421750,419999,0,0,169402,3711176
720005,RJF,Dennis W. Zank,Chief Operating Officer – RJF Chief Executive Officer – RJA,2011,283750,299986,0,0,70359,2654107
720005,RJF,Thomas A. James,Executive Chairman – RJF,2011,342504,379984,0,0,90802,2513314
720005,RJF,Chet Helck,Executive VP – RJF CEO of Global Private Client Group – RJF,2011,317500,299986,0,0,77400,2694898
720005,RJF,Jeffrey P. Julien,"Executive VP, Finance Chief Financial Officer – RJF",2011,217250,99974,0,0,55340,1472576
720005,RJF,Dennis W. Zank,President – RJA,2010,271878,61282,271551,0,99450,2404175
720005,RJF,Jeffrey P. Julien,"Executive VP, Finance Chief Financial Officer",2010,192500,56480,271551,0,81363,1501920
720005,RJF,Van C. Sayler,Senior Vice President Fixed Income – RJA,2010,221250,460000,271551,0,89967,2902799
720005,RJF,Thomas A. James,Executive Chairman,2010,332647,284988,0,0,118027,2755678
720005,RJF,Chet Helck,Chief Executive Officer,2010,308000,100000,271551,0,100628,2480193
720005,RJF,Paul C. Reilly,Chief Executive Officer,2010,409000,43730,271551,0,156996,3061278
720005,RJF,Thomas A. James,Chairman and CEO,2009,325542,449993,0,0,50396,2750931
720005,RJF,Jeffrey P. Julien,"Executive VP, Finance Chief Financial Officer",2009,188000,85272,57441,0,22381,1063094
720005,RJF,Richard K. Riess,"Executive VP of RJF, CEO and Director of Eagle",2009,270000,315272,146998,0,27311,1739581
720005,RJF,Van C. Sayler,Senior Vice President Fixed Income — RJA,2009,216000,119105,57394,0,19281,3211780
720005,RJF,Chet Helck,COO,2009,302000,307130,57441,0,25564,1692135
720005,RJF,Chet Helck,President and COO,2008,299000,439149,76862,0,53151,2296162
720005,RJF,Thomas A. James,Chairman and CEO,2008,322156,639970,0,0,93444,3555570
720005,RJF,Richard K. Riess,"CEO of Eagle, Executive VP of RJF, Managing Director, Asset Management",2008,268000,503145,81683,0,62522,2367350
720005,RJF,Van C. Sayler,Senior Vice President Fixed Income — RJA,2008,216000,30487,60432,0,48781,1719700
720005,RJF,Jeffrey P. Julien,"Senior VP, Finance Chief Financial Officer",2008,186000,65399,60449,0,53488,1137836
720005,RJF,Van C. Sayler,Senior Vice President Fixed Income — RJA,2007,199385,55146,58946,0,109613,898090
720005,RJF,Chairman and CEO,Jeffrey E. Trocin,2007,259000,519907,77085,0,148582,3114574
720005,RJF,Capital Markets Group RJA,"Richard K. Riess President and CEO of Eagle Executive VP of RJF Managing Director,",2007,259000,207332,65711,0,133555,2501598
720005,RJF,Thomas A. James,Chairman and CEO,2007,309000,559994,0,0,175376,4104370
720005,RJF,Jeffrey P. Julien,"Senior VP, Finance Chief Financial Officer",2007,178000,50480,52230,0,112229,1224939
720005,RJF,Richard K. Riess,"CEO of Eagle, Executive VP of RJF, Managing Director, Asset Management",2007,259000,207332,65711,0,133555,2501598
720005,RJF,Asset Management,Chet Helck President and COO,2007,286750,181744,136759,0,118425,2463678
720005,RJF,Chet Helck,President and COO,2007,286750,181744,136759,0,118425,2463678
